"GEO_ID","NAME","B25040_001E","B25040_001M","B25040_002E","B25040_002M","B25040_003E","B25040_003M","B25040_004E","B25040_004M","B25040_005E","B25040_005M","B25040_006E","B25040_006M","B25040_007E","B25040_007M","B25040_008E","B25040_008M","B25040_009E","B25040_009M","B25040_010E","B25040_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Utility gas","Margin of Error!!Total!!Utility gas","Estimate!!Total!!Bottled, tank, or LP gas","Margin of Error!!Total!!Bottled, tank, or LP gas","Estimate!!Total!!Electricity","Margin of Error!!Total!!Electricity","Estimate!!Total!!Fuel oil, kerosene, etc.","Margin of Error!!Total!!Fuel oil, kerosene, etc.","Estimate!!Total!!Coal or coke","Margin of Error!!Total!!Coal or coke","Estimate!!Total!!Wood","Margin of Error!!Total!!Wood","Estimate!!Total!!Solar energy","Margin of Error!!Total!!Solar energy","Estimate!!Total!!Other fuel","Margin of Error!!Total!!Other fuel","Estimate!!Total!!No fuel used","Margin of Error!!Total!!No fuel used",
"0500000US01001","Autauga County, Alabama","20800","391","7607","504","2248","329","10618","602","0","27","13","22","190","119","0","27","0","27","124","83",
"0500000US01003","Baldwin County, Alabama","75149","1285","7538","635","1912","384","64692","1363","12","17","11","20","519","173","18","23","25","30","422","141",
"0500000US01005","Barbour County, Alabama","9122","286","565","112","1081","144","7246","330","16","20","0","21","126","62","0","21","5","8","83","32",
"0500000US01007","Bibb County, Alabama","7048","352","1124","179","852","190","4676","432","78","74","0","21","289","121","0","21","0","21","29","25",
"0500000US01009","Blount County, Alabama","20619","403","2553","307","2511","268","14958","488","87","87","74","72","337","108","3","4","0","27","96","72",
"0500000US01011","Bullock County, Alabama","3556","210","446","152","765","168","2272","248","5","7","0","18","68","65","0","18","0","18","0","18",
"0500000US01013","Butler County, Alabama","7675","251","1254","168","1282","174","4950","280","16","20","0","21","140","67","0","21","0","21","33","24",
"0500000US01015","Calhoun County, Alabama","45071","581","14956","596","2746","280","26482","760","80","48","0","27","563","154","21","23","10","17","213","100",
"0500000US01017","Chambers County, Alabama","13851","359","2595","274","1926","286","9094","393","17","21","0","24","197","84","0","24","9","13","13","16",
"0500000US01019","Cherokee County, Alabama","10999","397","1351","209","2560","350","6656","428","49","47","0","21","324","132","0","21","40","47","19","22",
"0500000US01021","Chilton County, Alabama","16619","397","1776","225","2472","395","11982","449","9","13","0","24","288","117","0","24","23","22","69","66",
"0500000US01023","Choctaw County, Alabama","5562","205","242","75","1334","164","3719","254","13","18","0","18","241","83","0","18","12","13","1","2",
"0500000US01025","Clarke County, Alabama","9554","268","2052","247","1184","204","6064","346","7","10","0","21","178","74","0","21","14","23","55","37",
"0500000US01027","Clay County, Alabama","5363","209","1223","177","781","162","2969","267","0","18","0","18","368","130","0","18","0","18","22","22",
"0500000US01029","Cleburne County, Alabama","5834","192","416","119","1950","183","3078","213","2","4","0","18","360","96","8","15","2","3","18","18",
"0500000US01031","Coffee County, Alabama","19375","446","1510","195","1051","117","16593","468","31","25","0","27","92","26","0","27","3","4","95","50",
"0500000US01033","Colbert County, Alabama","22105","428","6453","406","1708","233","13474","556","74","40","0","27","313","99","0","27","43","47","40","34",
"0500000US01035","Conecuh County, Alabama","5090","240","699","138","721","141","3534","288","16","18","0","18","99","47","0","18","0","18","21","24",
"0500000US01037","Coosa County, Alabama","4206","286","444","111","799","147","2786","244","38","32","0","18","127","68","0","18","12","20","0","18",
"0500000US01039","Covington County, Alabama","15179","337","2911","218","1324","154","10654","353","18","21","0","24","223","74","0","24","27","21","22","18",
"0500000US01041","Crenshaw County, Alabama","5426","165","890","118","1144","136","3208","212","3","7","0","18","134","63","6","9","16","18","25","19",
"0500000US01043","Cullman County, Alabama","31081","517","3577","379","4320","422","22556","638","85","48","0","27","420","114","0","27","0","27","123","66",
"0500000US01045","Dale County, Alabama","18794","416","1708","220","686","133","16161","451","18","18","0","24","94","44","0","24","12","19","115","52",
"0500000US01047","Dallas County, Alabama","16099","361","6520","528","1884","226","7232","435","42","40","0","24","241","138","0","24","128","97","52","33",
"0500000US01049","DeKalb County, Alabama","24811","497","2457","265","4109","352","17305","586","89","58","0","27","760","175","0","27","21","21","70","39",
"0500000US01051","Elmore County, Alabama","28890","541","5266","364","3299","369","19956","626","20","24","0","27","165","79","0","27","26","29","158","90",
"0500000US01053","Escambia County, Alabama","13536","364","1567","232","548","123","11124","449","0","24","0","24","214","91","0","24","0","24","83","50",
"0500000US01055","Etowah County, Alabama","39522","505","16352","665","2644","305","19940","724","19","21","0","27","412","100","0","27","25","29","130","58",
"0500000US01057","Fayette County, Alabama","6850","248","1469","191","908","158","4209","263","4","7","10","12","217","82","0","18","0","18","33","25",
"0500000US01059","Franklin County, Alabama","11697","314","4162","369","1134","158","6111","396","9","13","0","24","194","86","0","24","40","50","47","48",
"0500000US01061","Geneva County, Alabama","10657","255","508","127","585","125","9333","323","21","24","0","21","156","66","0","21","3","4","51","29",
"0500000US01063","Greene County, Alabama","3107","250","438","126","621","135","1941","220","0","16","0","16","60","44","0","16","29","34","18","22",
"0500000US01065","Hale County, Alabama","5948","203","1101","178","935","164","3633","227","80","64","0","18","152","55","0","18","12","18","35","24",
"0500000US01067","Henry County, Alabama","6831","246","405","113","351","91","5948","229","0","18","0","18","96","48","0","18","0","18","31","31",
"0500000US01069","Houston County, Alabama","39363","369","2245","149","636","103","36106","403","46","22","0","27","97","34","4","6","17","9","212","34",
"0500000US01071","Jackson County, Alabama","19945","510","2551","326","2916","269","13855","614","77","43","0","27","476","114","0","27","33","38","37","26",
"0500000US01073","Jefferson County, Alabama","261773","1411","139026","1716","4238","418","116419","1768","599","186","17","16","594","171","9","14","182","93","689","176",
"0500000US01075","Lamar County, Alabama","6010","234","1649","191","710","149","3353","274","27","41","0","18","252","83","0","18","0","18","19","18",
"0500000US01077","Lauderdale County, Alabama","38361","563","10121","590","2455","263","25081","675","72","58","0","27","467","130","0","27","0","27","165","75",
"0500000US01079","Lawrence County, Alabama","13321","313","2474","245","2035","269","8285","427","37","28","0","24","397","139","0","24","32","50","61","38",
"0500000US01081","Lee County, Alabama","57901","751","10360","700","2695","349","44157","993","54","50","16","32","290","138","16","33","23","24","290","110",
"0500000US01083","Limestone County, Alabama","32073","456","3655","408","2631","323","24989","606","91","53","0","27","487","154","0","27","33","42","187","97",
"0500000US01085","Lowndes County, Alabama","4238","158","299","92","1463","200","2141","184","82","55","0","18","179","65","0","18","65","51","9","15",
"0500000US01087","Macon County, Alabama","7915","257","2482","205","1690","186","3558","286","16","18","0","18","105","70","0","18","8","10","56","31",
"0500000US01089","Madison County, Alabama","139949","1150","31994","938","4761","492","101472","1294","379","162","26","30","806","166","6","9","37","39","468","146",
"0500000US01091","Marengo County, Alabama","8149","262","1447","238","1335","201","5076","361","85","61","25","39","132","66","0","21","3","5","46","42",
"0500000US01093","Marion County, Alabama","12486","350","4943","379","906","158","6397","451","0","24","0","24","201","89","0","24","17","20","22","22",
"0500000US01095","Marshall County, Alabama","34461","457","9016","558","2404","288","22111","667","120","62","0","27","622","180","0","27","45","37","143","56",
"0500000US01097","Mobile County, Alabama","154261","1149","58263","1167","2429","303","92293","1124","43","33","0","27","527","131","6","9","122","68","578","143",
"0500000US01099","Monroe County, Alabama","8316","301","790","178","530","101","6811","315","7","10","0","21","151","65","0","21","0","21","27","26",
"0500000US01101","Montgomery County, Alabama","90281","864","42726","1026","2284","241","44688","1077","51","28","5","7","262","108","0","27","27","28","238","94",
"0500000US01103","Morgan County, Alabama","46164","567","10318","579","2794","385","32183","837","122","98","0","27","541","178","0","27","84","57","122","64",
"0500000US01105","Perry County, Alabama","3198","224","716","161","653","178","1739","247","0","16","0","16","90","68","0","16","0","16","0","16",
"0500000US01107","Pickens County, Alabama","7618","262","1602","198","1284","166","4355","320","49","35","0","21","307","93","0","21","15","16","6","9",
"0500000US01109","Pike County, Alabama","12802","408","1413","256","1013","147","10152","473","3","4","0","24","125","60","0","24","19","19","77","48",
"0500000US01111","Randolph County, Alabama","8691","345","862","192","2219","255","5059","338","28","24","0","21","489","129","0","21","29","23","5","7",
"0500000US01113","Russell County, Alabama","22333","452","3515","360","1647","224","16796","550","8","14","0","27","211","99","7","10","9","14","140","102",
"0500000US01115","St. Clair County, Alabama","31832","559","8038","565","2599","373","20367","838","125","86","0","27","541","182","0","27","51","39","111","72",
"0500000US01117","Shelby County, Alabama","75942","657","31311","998","2901","322","41000","1088","42","38","0","27","242","90","12","17","78","57","356","115",
"0500000US01119","Sumter County, Alabama","4878","221","378","105","939","143","3370","261","7","9","0","18","142","88","0","18","6","10","36","43",
"0500000US01121","Talladega County, Alabama","31461","558","7048","457","3338","336","20365","644","28","24","11","18","577","175","0","27","14","23","80","85",
"0500000US01123","Tallapoosa County, Alabama","16338","458","2568","338","2148","259","11269","527","42","37","0","24","241","79","3","6","17","19","50","35",
"0500000US01125","Tuscaloosa County, Alabama","70440","969","20338","758","1818","281","47357","1033","135","97","0","27","590","125","0","27","18","20","184","80",
"0500000US01127","Walker County, Alabama","25194","477","3107","251","2015","255","19441","526","19","23","24","26","484","150","0","27","38","35","66","44",
"0500000US01129","Washington County, Alabama","6113","251","661","136","1144","187","3973","294","0","18","22","30","308","103","0","18","5","9","0","18",
"0500000US01131","Wilcox County, Alabama","3792","200","335","85","664","102","2651","191","4","6","0","18","120","60","0","18","0","18","18","22",
"0500000US01133","Winston County, Alabama","9436","332","1713","201","1953","248","5248","343","37","34","8","14","463","133","0","21","0","21","14","20",
"0500000US02013","Aleutians East Borough, Alaska","788","141","6","6","6","6","21","12","723","130","0","9","30","13","0","9","2","3","0","9",
"0500000US02016","Aleutians West Census Area, Alaska","1186","162","16","7","6","5","57","16","1043","146","0","12","7","6","0","12","53","13","4","4",
"0500000US02020","Anchorage Municipality, Alaska","104969","915","84960","1081","895","157","15108","836","2519","350","10","15","708","180","0","20","323","127","446","140",
"0500000US02050","Bethel Census Area, Alaska","4555","141","22","19","6","10","113","53","3868","130","2","3","543","56","0","14","1","2","0","14",
"0500000US02060","Bristol Bay Borough, Alaska","360","42","6","7","0","9","0","9","340","41","1","2","6","5","0","9","7","6","0","9",
"0500000US02068","Denali Borough, Alaska","707","76","0","9","1","3","49","30","371","67","132","40","154","43","0","9","0","9","0","9",
"0500000US02070","Dillingham Census Area, Alaska","1375","69","4","6","12","9","25","14","1187","65","0","9","147","28","0","9","0","9","0","9",
"0500000US02090","Fairbanks North Star Borough, Alaska","35303","674","2085","313","517","128","2900","410","24494","826","633","181","3058","492","0","20","1042","239","574","170",
"0500000US02100","Haines Borough, Alaska","1170","107","13","16","65","73","40","31","585","103","0","9","456","134","0","9","11","11","0","9",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","836","59","28","24","16","10","24","11","516","55","0","9","242","41","5","6","5","4","0","9",
"0500000US02110","Juneau City and Borough, Alaska","12138","214","251","83","353","104","3262","282","7543","348","0","18","499","163","0","18","145","89","85","46",
"0500000US02122","Kenai Peninsula Borough, Alaska","21481","483","10669","478","543","90","1416","203","6099","369","78","31","2531","233","0","20","101","50","44","32",
"0500000US02130","Ketchikan Gateway Borough, Alaska","5209","129","134","49","228","57","1657","126","2741","136","11","14","389","73","0","14","38","20","11","10",
"0500000US02150","Kodiak Island Borough, Alaska","4585","130","256","116","59","32","438","118","3357","213","22","24","336","106","0","14","102","68","15","18",
"0500000US02158","Kusilvak Census Area, Alaska","1734","84","0","12","0","12","9","6","1304","96","0","12","421","38","0","12","0","12","0","12",
"0500000US02164","Lake and Peninsula Borough, Alaska","468","53","9","7","0","9","7","7","398","48","0","9","49","20","0","9","5","4","0","9",
"0500000US02170","Matanuska-Susitna Borough, Alaska","30839","276","21870","353","502","94","1571","215","4320","256","90","39","2334","179","5","6","117","41","30","21",
"0500000US02180","Nome Census Area, Alaska","2879","73","31","19","9","8","73","29","2620","76","0","12","141","30","0","12","5","5","0","12",
"0500000US02185","North Slope Borough, Alaska","2018","182","1364","111","0","12","69","40","556","99","0","12","5","6","0","12","10","7","14","22",
"0500000US02188","Northwest Arctic Borough, Alaska","1904","56","13","8","3","5","30","16","1639","54","0","12","136","21","2","3","79","27","2","4",
